GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35
Id,Id2,Geography,Total:,Male:,Male: - No schooling completed,Male: - Nursery to 4th grade,Male: - 5th and 6th grade,Male: - 7th and 8th grade,Male: - 9th grade,Male: - 10th grade,Male: - 11th grade,"Male: - 12th grade, no diploma",Male: - High school graduate (includes equivalency),"Male: - Some college, less than 1 year","Male: - Some college, 1 or more years, no degree",Male: - Associate degree,Male: - Bachelor's degree,Male: - Master's degree,Male: - Professional school degree,Male: - Doctorate degree,Female:,Female: - No schooling completed,Female: - Nursery to 4th grade,Female: - 5th and 6th grade,Female: - 7th and 8th grade,Female: - 9th grade,Female: - 10th grade,Female: - 11th grade,"Female: - 12th grade, no diploma",Female: - High school graduate (includes equivalency),"Female: - Some college, less than 1 year","Female: - Some college, 1 or more years, no degree",Female: - Associate degree,Female: - Bachelor's degree,Female: - Master's degree,Female: - Professional school degree,Female: - Doctorate degree
3800000US8320,8320,"Terre Haute, IN MSA",95428,45444,371,76,239,1704,1295,1561,1619,1387,17299,3121,5900,1954,5144,2189,729,856,49984,404,54,202,1543,1623,2374,1841,1575,18972,3340,5916,3303,4763,3266,437,371
3800000US8360,8360,"Texarkana, TX--Texarkana, AR MSA",84557,41091,464,388,957,1588,1514,1846,1997,1761,12988,2994,6258,1905,4125,1280,787,239,43466,439,312,721,1704,1266,1558,1794,1665,14948,4059,6572,2151,3999,1900,306,72
3800000US8400,8400,"Toledo, OH MSA",389460,182823,1193,637,1167,3882,3706,5759,6086,6515,59730,13200,27518,11202,26745,8698,4523,2262,206637,1149,542,1224,4893,4406,7167,6975,6513,71003,15874,27915,17060,27362,10551,2909,1094
3800000US8440,8440,"Topeka, KS MSA",111709,52561,417,75,387,1339,794,975,885,1554,16874,4255,8325,2066,9437,3013,1453,712,59148,338,71,231,1397,1054,1180,1080,1490,20715,5744,8837,2532,9833,3532,787,327
3800000US8520,8520,"Tucson, AZ MSA",546200,260541,3058,1570,4815,6495,5002,5935,6418,8745,56907,19261,49244,17333,43390,19488,6828,6052,285659,3241,2173,5614,7756,5734,7170,6931,9826,70436,25169,51905,19354,43362,20162,4162,2664
3800000US8560,8560,"Tulsa, OK MSA",514373,244265,1727,1015,2722,6346,5114,6593,7216,8483,68307,18521,39800,15672,41926,12330,6245,2248,270108,1597,922,2325,7476,6195,8136,8515,9300,83160,25412,40916,19482,40537,11849,3229,1057
3800000US8600,8600,"Tuscaloosa, AL MSA",99039,46631,741,311,702,1328,1628,1776,1882,1927,12950,2505,7141,2425,6857,2321,1012,1125,52408,661,401,678,1596,1377,2132,1930,1911,15165,3672,7456,2940,7336,3950,574,629
3800000US8640,8640,"Tyler, TX MSA",111020,51497,1077,431,1190,1461,1281,1551,1340,1892,12201,3952,8441,3529,8726,2415,1399,611,59523,809,405,1034,1944,1458,1811,2124,2164,15377,5564,10261,4690,8282,2877,506,217
3800000US8680,8680,"Utica--Rome, NY MSA",202301,97413,1062,329,856,4281,3166,4505,3921,4023,31236,6589,11033,8214,11312,4580,1731,575,104888,1049,397,892,4447,2725,3772,3310,3505,35903,8217,11828,11156,10230,5973,1193,291
3800000US8750,8750,"Victoria, TX MSA",51985,24653,555,433,720,1100,770,744,930,729,7129,1971,3707,1493,2964,703,560,145,27332,576,443,626,1370,877,933,896,650,7991,2658,4478,1760,2736,1079,179,80
3800000US8780,8780,"Visalia--Tulare--Porterville, CA MSA",204888,99491,7725,4524,7593,4893,3457,3131,3759,5288,21849,6719,12831,5620,7715,2622,1378,387,105397,6522,3872,6613,5419,3738,3740,3522,4716,25155,9413,13923,7306,8241,2319,712,186
3800000US8800,8800,"Waco, TX MSA",125961,59173,1047,755,1909,1947,1916,1934,1870,2145,15972,4383,8875,4122,7324,2795,1250,929,66788,965,746,1662,2494,2355,2653,2528,2516,19206,5723,9362,4817,7590,3168,659,344
3800000US8872,8872,"Washington--Baltimore, DC--MD--VA--WV CMSA",5036513,2380609,25278,12741,32538,56320,48380,58678,53530,76227,521691,136496,301241,104805,503346,271991,106708,70639,2655904,25446,12598,32329,64534,49704,65029,60121,85630,646027,190128,353979,154712,546386,269412,66311,33558
3800000US8920,8920,"Waterloo--Cedar Falls, IA MSA",78401,36972,335,81,223,1475,751,769,867,877,12983,2386,5174,2386,5214,1747,1080,624,41429,208,83,170,1375,695,928,998,786,14551,3120,5828,3334,6009,1941,822,581
3800000US8940,8940,"Wausau, WI MSA",81925,40096,434,90,250,2383,589,975,866,1153,14910,2746,4400,3644,5099,1612,819,126,41829,591,101,188,2675,639,821,764,763,16181,3294,4575,3899,5250,1710,311,67
3800000US8960,8960,"West Palm Beach--Boca Raton, FL MSA",817899,384559,5203,2829,5956,9208,7173,10229,8624,17705,90472,24997,58527,22502,74033,24026,18360,4715,433340,4201,2345,5544,9699,7287,9876,9471,18996,129333,33670,65642,31795,69839,25685,7991,1966
3800000US9000,9000,"Wheeling, WV--OH MSA",106586,49882,332,73,340,2336,1419,1631,1408,1432,21709,3230,5544,2572,4578,2016,942,320,56704,434,85,338,2884,1621,2036,1902,1718,24431,3928,6078,3499,4911,1971,740,128
3800000US9040,9040,"Wichita, KS MSA",341423,165523,1480,688,1991,4063,3131,3983,4124,5102,47003,14316,27477,8437,29337,9062,3782,1547,175900,1203,643,1588,4380,3447,4470,4295,5453,54262,17093,28568,9856,28498,9573,1886,685
3800000US9080,9080,"Wichita Falls, TX MSA",86469,42000,521,362,935,1374,1063,1359,1294,1566,11786,3326,6829,2532,6333,1783,590,347,44469,426,339,630,1439,1259,1689,1501,1566,14363,4120,6780,2376,5892,1618,357,114
3800000US9140,9140,"Williamsport, PA MSA",80500,38005,283,71,159,1422,1144,1526,1326,1235,15051,2281,4334,3092,3954,1234,590,303,42495,321,99,329,1541,1301,1781,1751,1347,18668,2116,3885,3314,4021,1411,505,105
3800000US9200,9200,"Wilmington, NC MSA",160276,76428,560,332,924,2068,2162,2728,2020,2263,20030,5116,11981,4883,14430,4135,1723,1073,83848,549,229,741,1752,1847,2736,2684,2596,23779,6729,12762,7015,15329,3868,893,339
3800000US9260,9260,"Yakima, WA MSA",130747,63523,3128,1741,3515,3331,2724,2235,2143,2427,17191,4388,7678,2776,6322,2200,1293,431,67224,2796,1691,2896,3203,2590,2301,1933,2319,18608,6031,9081,4016,6490,2453,681,135
3800000US9280,9280,"York, PA MSA",259040,124718,681,216,920,5595,3860,5114,4016,3730,50155,7580,11537,6802,16587,5423,1865,637,134322,663,276,865,7318,3737,5078,4219,3706,57534,8424,11377,8033,15708,5332,1803,249
3800000US9320,9320,"Youngstown--Warren, OH MSA",403869,190271,1178,469,1260,5481,4911,7212,7027,6940,79411,12498,24796,7916,21720,5871,2714,867,213598,1315,552,1293,6214,5021,7839,8591,6964,94784,14384,24690,12236,19942,7308,2089,376
3800000US9340,9340,"Yuba City, CA MSA",84289,40724,1451,676,1570,1532,981,1614,1466,2015,10067,3440,6605,3331,3997,1180,605,194,43565,1831,579,1400,1559,1074,1927,1472,2037,11091,4292,6966,4174,3737,1000,379,47
3800000US9360,9360,"Yuma, AZ MSA",97680,48150,1738,1175,2637,2760,2249,2147,1641,2514,11608,3911,7284,2239,3696,1531,695,325,49530,1635,1356,2603,3049,2033,1820,1684,2356,13526,4523,7082,2541,3321,1532,422,47
